studyid,site,treatment,start_date,measurement_date,response,units,value,upper se,se,exposure time,n,source,notes,clean_response,std_time,clean_value,mortality_rate,lifestage,collection_date,sample size (reps),planting density (shoots / area),tank volume (L),light hours,dark hours,surface_irradiance,si_units,penetrating irradiance,pi_units,%SI,mean DLI (mol m-2day-1),temperature_c,salinity_psu,pH,turbidity (NTU),NO3 addition,target NO3,measured NO3,NH4 addition,target NH4,measured NH4,measured DIN,added PO4,measured PO4,grain size (µM),DIC,% organic matter,Fe content,sulphide,driver notes,other covariates,light-temperature,exp setup,seasonal data?,pen_light,surface_light,light_hours,mean_dli,author,pub_year,lat,lon,DLI,clean_temp,parsed_collection_date,lambda,initial_density,prop_change,pop_growth,suncalc_light_hours,suncalc_DLI,seasonal_mean_dli,seasonal_mean_temp,temp_bin,dli_bin,net_growth,pop_growth_rate,season
186,"Friedrichsort, Kiel Fjord, Germany",control - low shoot,1994-06-30,1994-08-08,shoot density,shoots / plot,18.3495274995217,21,2.650472500478301,39 days,4,Figure 2,Used shoot density from Figure 2 because this matched best with the timing of the environmental data in the methods text,shoot density change,39,1.89301528513677,NA,adult,1994-05 (8 month field study; mostly in summer months; use summer),4,7 / (0.5 m2),field exp,np,np,np,np,yes,mol photos m-2 d-1,NA,mean: 14.0  ±1.4; range: 3.12 - 27.5,mean: 21; range: 18 - 24,mean: 16.5; range: 13 - 20,np,np,np,np,np,np,np,mean: 24 µmol / L,didn't check,NA,mean: 5.2 µmol / L,medium,np,0.42 ± 0.1,np,np,nutrient values given for porewater - looks like experiment focused on changing porewater; but water column values are provided in table 1,shoot density,control; shoot density,field manipulation,NA,NA,NA,NA,14,Worm_Reusch,2000,54.38333,10.2,14,21,1994-05-01,2.89301528513677,6.34269981005448,1.89301528513677,1.89301528513677,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.048538853465045384,summer
186,"Friedrichsort, Kiel Fjord, Germany",fertilized - low shoot,1994-05-13,1994-06-30,shoot density,shoots / plot,10.0415749078744,11.5734348440757,1.5318599362013003,48 days,4,Figure 2,Used shoot density from Figure 2 because this matched best with the timing of the environmental data in the methods text,shoot density change,48,0.6653505793149385,NA,adult,1994-05 (8 month field study; mostly in summer months; use summer),4,7 / (0.5 m2),field exp,np,np,np,np,yes,mol photos m-2 d-1,NA,mean: 14.0  ±1.4; range: 3.12 - 27.5,mean: 21; range: 18 - 24,mean: 16.5; range: 13 - 20,np,np,np,np,np,np,np,mean: 123 µmol / L,didn't check,NA,mean: 21.3 µmol / L,medium,np,0.42 ± 0.1,np,np,nutrient values given for porewater - looks like experiment focused on changing porewater; but water column values are provided in table 1; calculated nutrients by multiplying mean percent increase by mean control concentrations,shoot density,nutrients; shoot density,field manipulation,NA,NA,NA,NA,14,Worm_Reusch,2000,54.38333,10.2,14,21,1994-05-01,1.6653505793149384,6.02970631685559,0.6653505793149385,0.6653505793149385,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.01386147040239455,summer
186,"Friedrichsort, Kiel Fjord, Germany",fertilized - low shoot,1994-06-30,1994-08-08,shoot density,shoots / plot,28.6571748906789,35.3973586099646,6.7401837192856995,39 days,4,Figure 2,Used shoot density from Figure 2 because this matched best with the timing of the environmental data in the methods text,shoot density change,39,3.752665119123617,NA,adult,1994-05 (8 month field study; mostly in summer months; use summer),4,7 / (0.5 m2),field exp,np,np,np,np,yes,mol photos m-2 d-1,NA,mean: 14.0  ±1.4; range: 3.12 - 27.5,mean: 21; range: 18 - 24,mean: 16.5; range: 13 - 20,np,np,np,np,np,np,np,mean: 123 µmol / L,didn't check,NA,mean: 21.3 µmol / L,medium,np,0.42 ± 0.1,np,np,nutrient values given for porewater - looks like experiment focused on changing porewater; but water column values are provided in table 1; calculated nutrients by multiplying mean percent increase by mean control concentrations,shoot density,nutrients; shoot density,field manipulation,NA,NA,NA,NA,14,Worm_Reusch,2000,54.38333,10.2,14,21,1994-05-01,4.752665119123617,6.02970631685559,3.752665119123617,3.752665119123617,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.0962221825416312,summer
186,"Friedrichsort, Kiel Fjord, Germany",mussels - low shoot,1994-05-13,1994-06-30,shoot density,shoots / plot,10.1363133777443,10.5449366973843,0.4086233196400002,48 days,4,Figure 2,Used shoot density from Figure 2 because this matched best with the timing of the environmental data in the methods text,shoot density change,48,0.5762405379010659,NA,adult,1994-05 (8 month field study; mostly in summer months; use summer),4,7 / (0.5 m2),field exp,np,np,np,np,yes,mol photos m-2 d-1,NA,mean: 14.0  ±1.4; range: 3.12 - 27.5,mean: 21; range: 18 - 24,mean: 16.5; range: 13 - 20,np,np,np,np,np,np,np,mean: 40 µmol / L,didn't check,NA,mean: 9.2 µmol / L,medium,np,0.42 ± 0.1,np,np,nutrient values given for porewater - looks like experiment focused on changing porewater; but water column values are provided in table 1; calculated nutrients by multiplying mean percent increase by mean control concentrations,shoot density; added mussels,mussels; shoot density,field manipulation,NA,NA,NA,NA,14,Worm_Reusch,2000,54.38333,10.2,14,21,1994-05-01,1.576240537901066,6.43068943731259,0.5762405379010659,0.5762405379010659,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.012005011206272205,summer
186,"Friedrichsort, Kiel Fjord, Germany",mussels - low shoot,1994-06-30,1994-08-08,shoot density,shoots / plot,24.4632148857973,29.569542009788,5.106327123990702,39 days,4,Figure 2,Used shoot density from Figure 2 because this matched best with the timing of the environmental data in the methods text,shoot density change,39,2.804135641173269,NA,adult,1994-05 (8 month field study; mostly in summer months; use summer),4,7 / (0.5 m2),field exp,np,np,np,np,yes,mol photos m-2 d-1,NA,mean: 14.0  ±1.4; range: 3.12 - 27.5,mean: 21; range: 18 - 24,mean: 16.5; range: 13 - 20,np,np,np,np,np,np,np,mean: 40 µmol / L,didn't check,NA,mean: 9.2 µmol / L,medium,np,0.42 ± 0.1,np,np,nutrient values given for porewater - looks like experiment focused on changing porewater; but water column values are provided in table 1; calculated nutrients by multiplying mean percent increase by mean control concentrations,shoot density; added mussels,mussels; shoot density,field manipulation,NA,NA,NA,NA,14,Worm_Reusch,2000,54.38333,10.2,14,21,1994-05-01,3.804135641173269,6.43068943731259,2.804135641173269,2.804135641173269,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.07190091387623768,summer
186,"Friedrichsort, Kiel Fjord, Germany",control - high shoot,1994-05-13,1994-06-30,shoot density,shoots / plot,32.9113651324535,36.5708083133788,3.659443180925301,48 days,4,Figure 2,Used shoot density from Figure 2 because this matched best with the timing of the environmental data in the methods text,shoot density change,48,0.6699101815751511,NA,adult,1994-05 (8 month field study; mostly in summer months; use summer),4,19 / (0.5 m2),field exp,np,np,np,np,yes,mol photos m-2 d-1,NA,mean: 14.0  ±1.4; range: 3.12 - 27.5,mean: 21; range: 18 - 24,mean: 16.5; range: 13 - 20,np,np,np,np,np,np,np,mean: 24 µmol / L,didn't check,NA,mean: 5.2 µmol / L,medium,np,0.42 ± 0.1,np,np,nutrient values given for porewater - looks like experiment focused on changing porewater; but water column values are provided in table 1,shoot density,control; shoot density,field manipulation,NA,NA,NA,NA,14,Worm_Reusch,2000,54.38333,10.2,14,21,1994-05-01,1.6699101815751511,19.70846426088,0.6699101815751511,0.6699101815751511,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.013956462116148982,summer
186,"Friedrichsort, Kiel Fjord, Germany",control - high shoot,1994-06-30,1994-08-08,shoot density,shoots / plot,86.1976159929946,95.218887292257,9.021271299262395,39 days,4,Figure 2,Used shoot density from Figure 2 because this matched best with the timing of the environmental data in the methods text,shoot density change,39,3.37363433558297,NA,adult,1994-05 (8 month field study; mostly in summer months; use summer),4,19 / (0.5 m2),field exp,np,np,np,np,yes,mol photos m-2 d-1,NA,mean: 14.0  ±1.4; range: 3.12 - 27.5,mean: 21; range: 18 - 24,mean: 16.5; range: 13 - 20,np,np,np,np,np,np,np,mean: 24 µmol / L,didn't check,NA,mean: 5.2 µmol / L,medium,np,0.42 ± 0.1,np,np,nutrient values given for porewater - looks like experiment focused on changing porewater; but water column values are provided in table 1,shoot density,control; shoot density,field manipulation,NA,NA,NA,NA,14,Worm_Reusch,2000,54.38333,10.2,14,21,1994-05-01,4.373634335582969,19.70846426088,3.37363433558297,3.37363433558297,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.08650344450212744,summer
186,"Friedrichsort, Kiel Fjord, Germany",fertilized - high shoot,1994-05-13,1994-06-30,shoot density,shoots / plot,32.3935294100469,37.5001536528947,5.106624242847801,48 days,4,Figure 2,Used shoot density from Figure 2 because this matched best with the timing of the environmental data in the methods text,shoot density change,48,0.6371741181717032,NA,adult,1994-05 (8 month field study; mostly in summer months; use summer),4,19 / (0.5 m2),field exp,np,np,np,np,yes,mol photos m-2 d-1,NA,mean: 14.0  ±1.4; range: 3.12 - 27.5,mean: 21; range: 18 - 24,mean: 16.5; range: 13 - 20,np,np,np,np,np,np,np,mean: 123 µmol / L,didn't check,NA,mean: 21.3 µmol / L,medium,np,0.42 ± 0.1,np,np,nutrient values given for porewater - looks like experiment focused on changing porewater; but water column values are provided in table 1; calculated nutrients by multiplying mean percent increase by mean control concentrations,shoot density,nutrients; shoot density,field manipulation,NA,NA,NA,NA,14,Worm_Reusch,2000,54.38333,10.2,14,21,1994-05-01,1.6371741181717032,19.7862457331185,0.6371741181717032,0.6371741181717032,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.013274460795243817,summer
186,"Friedrichsort, Kiel Fjord, Germany",fertilized - high shoot,1994-06-30,1994-08-08,shoot density,shoots / plot,67.2128882757714,78.9570416727703,11.744153396998897,39 days,4,Figure 2,Used shoot density from Figure 2 because this matched best with the timing of the environmental data in the methods text,shoot density change,39,2.3969500420824916,NA,adult,1994-05 (8 month field study; mostly in summer months; use summer),4,19 / (0.5 m2),field exp,np,np,np,np,yes,mol photos m-2 d-1,NA,mean: 14.0  ±1.4; range: 3.12 - 27.5,mean: 21; range: 18 - 24,mean: 16.5; range: 13 - 20,np,np,np,np,np,np,np,mean: 123 µmol / L,didn't check,NA,mean: 21.3 µmol / L,medium,np,0.42 ± 0.1,np,np,nutrient values given for porewater - looks like experiment focused on changing porewater; but water column values are provided in table 1; calculated nutrients by multiplying mean percent increase by mean control concentrations,shoot density,nutrients; shoot density,field manipulation,NA,NA,NA,NA,14,Worm_Reusch,2000,54.38333,10.2,14,21,1994-05-01,3.3969500420824916,19.7862457331185,2.3969500420824916,2.3969500420824916,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.06146025748929466,summer
186,"Friedrichsort, Kiel Fjord, Germany",mussels - high shoot,1994-05-13,1994-06-30,shoot density,shoots / plot,22.7698496279766,23.4508884940434,0.6810388660667996,48 days,4,Figure 2,Used shoot density from Figure 2 because this matched best with the timing of the environmental data in the methods text,shoot density change,48,0.15123634924155466,NA,adult,1994-05 (8 month field study; mostly in summer months; use summer),4,19 / (0.5 m2),field exp,np,np,np,np,yes,mol photos m-2 d-1,NA,mean: 14.0  ±1.4; range: 3.12 - 27.5,mean: 21; range: 18 - 24,mean: 16.5; range: 13 - 20,np,np,np,np,np,np,np,mean: 40 µmol / L,didn't check,NA,mean: 9.2 µmol / L,medium,np,0.42 ± 0.1,np,np,nutrient values given for porewater - looks like experiment focused on changing porewater; but water column values are provided in table 1; calculated nutrients by multiplying mean percent increase by mean control concentrations,shoot density; added mussels,mussels; shoot density,field manipulation,NA,NA,NA,NA,14,Worm_Reusch,2000,54.38333,10.2,14,21,1994-05-01,1.1512363492415547,19.7786055339354,0.15123634924155466,0.15123634924155466,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.003150757275865722,summer
186,"Friedrichsort, Kiel Fjord, Germany",mussels - high shoot,1994-06-30,1994-08-08,shoot density,shoots / plot,67.7167169663424,81.333037504821,13.61632053847859,39 days,4,Figure 2,Used shoot density from Figure 2 because this matched best with the timing of the environmental data in the methods text,shoot density change,39,2.423735654677806,NA,adult,1994-05 (8 month field study; mostly in summer months; use summer),4,19 / (0.5 m2),field exp,np,np,np,np,yes,mol photos m-2 d-1,NA,mean: 14.0  ±1.4; range: 3.12 - 27.5,mean: 21; range: 18 - 24,mean: 16.5; range: 13 - 20,np,np,np,np,np,np,np,mean: 40 µmol / L,didn't check,NA,mean: 9.2 µmol / L,medium,np,0.42 ± 0.1,np,np,nutrient values given for porewater - looks like experiment focused on changing porewater; but water column values are provided in table 1; calculated nutrients by multiplying mean percent increase by mean control concentrations,shoot density; added mussels,mussels; shoot density,field manipulation,NA,NA,NA,NA,14,Worm_Reusch,2000,54.38333,10.2,14,21,1994-05-01,3.4237356546778064,19.7786055339354,2.423735654677806,2.423735654677806,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.062147068068661694,summer
192,"Lake Grevelingen, The Netherlands",sal: 22 sil: 70; 1996,1996-05-16,1996-05-26,lateral shoot production,lateral shoot / shoot,1.82457877065325,2.00771530917366,0.18313653852041023,10 days,12,Figure 6,NA,lateral shoot production,10,1.82457877065325,NA,adult,1996-05 (no acclimation time indicated),12,1 / (0.071 m2),35.3 L,14,10,mean: 335; range: 210 - 410,µmol photos m-2 s-1,np,np,np,calculate,light temp: 18; dark temp: 14,22,np,np,np,np,np,10 µM,np,~ 10 µM,didn't check,NA,added: 5 µM,2 mm,np,np,np,np,"sample size used from Figure 6, methods numbers don't make sense",silicon addition,salinity; silicon,lab mesocosm,NA,NA,335,14,NA,Kamermans et al.,1999,51.6692409,4.0893405,16.884,18,1996-05-01,1.82457877065325,NA,NA,1.82457877065325,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.18245787706532499,summer
192,"Lake Grevelingen, The Netherlands",sal: 22 sil: 70; 1996,1996-05-16,1996-06-06,lateral shoot production,lateral shoot / shoot,2.90247685917519,3.0291773398512,0.1267004806760097,21 days,12,Figure 6,NA,lateral shoot production,21,2.90247685917519,NA,adult,1996-05 (no acclimation time indicated),12,1 / (0.071 m2),35.3 L,14,10,mean: 335; range: 210 - 410,µmol photos m-2 s-1,np,np,np,calculate,light temp: 18; dark temp: 14,22,np,np,np,np,np,10 µM,np,~ 10 µM,didn't check,NA,added: 5 µM,2 mm,np,np,np,np,"sample size used from Figure 6, methods numbers don't make sense",silicon addition,salinity; silicon,lab mesocosm,NA,NA,335,14,NA,Kamermans et al.,1999,51.6692409,4.0893405,16.884,18,1996-05-01,2.90247685917519,NA,NA,2.90247685917519,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.13821318377024716,summer
192,"Lake Grevelingen, The Netherlands",sal: 22 sil: 70; 1996,1996-05-16,1996-06-14,lateral shoot production,lateral shoot / shoot,3.06688642370926,3.17965648504393,0.11277006133467005,29 days,12,Figure 6,NA,lateral shoot production,29,3.06688642370926,NA,adult,1996-05 (no acclimation time indicated),12,1 / (0.071 m2),35.3 L,14,10,mean: 335; range: 210 - 410,µmol photos m-2 s-1,np,np,np,calculate,light temp: 18; dark temp: 14,22,np,np,np,np,np,10 µM,np,~ 10 µM,didn't check,NA,added: 5 µM,2 mm,np,np,np,np,"sample size used from Figure 6, methods numbers don't make sense",silicon addition,salinity; silicon,lab mesocosm,NA,NA,335,14,NA,Kamermans et al.,1999,51.6692409,4.0893405,16.884,18,1996-05-01,3.06688642370926,NA,NA,3.06688642370926,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.10575470426583655,summer
192,"Lake Grevelingen, The Netherlands",sal: 22 sil: 70; 1996,1996-05-16,1996-06-20,lateral shoot production,lateral shoot / shoot,3.49224897180238,3.6331350077051,0.14088603590271997,35 days,12,Figure 6,NA,lateral shoot production,35,3.49224897180238,NA,adult,1996-05 (no acclimation time indicated),12,1 / (0.071 m2),35.3 L,14,10,mean: 335; range: 210 - 410,µmol photos m-2 s-1,np,np,np,calculate,light temp: 18; dark temp: 14,22,np,np,np,np,np,10 µM,np,~ 10 µM,didn't check,NA,added: 5 µM,2 mm,np,np,np,np,"sample size used from Figure 6, methods numbers don't make sense",silicon addition,salinity; silicon,lab mesocosm,NA,NA,335,14,NA,Kamermans et al.,1999,51.6692409,4.0893405,16.884,18,1996-05-01,3.49224897180238,NA,NA,3.49224897180238,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.09977854205149657,summer
192,"Lake Grevelingen, The Netherlands",sal: 22 sil: 70; 1996,1996-05-16,1996-06-27,lateral shoot production,lateral shoot / shoot,3.61466316960413,3.76958167920234,0.15491850959821019,42 days,12,Figure 6,NA,lateral shoot production,42,3.61466316960413,NA,adult,1996-05 (no acclimation time indicated),12,1 / (0.071 m2),35.3 L,14,10,mean: 335; range: 210 - 410,µmol photos m-2 s-1,np,np,np,calculate,light temp: 18; dark temp: 14,22,np,np,np,np,np,10 µM,np,~ 10 µM,didn't check,NA,added: 5 µM,2 mm,np,np,np,np,"sample size used from Figure 6, methods numbers don't make sense",silicon addition,salinity; silicon,lab mesocosm,NA,NA,335,14,NA,Kamermans et al.,1999,51.6692409,4.0893405,16.884,18,1996-05-01,3.61466316960413,NA,NA,3.61466316960413,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.08606340880009833,summer
192,"Lake Grevelingen, The Netherlands",sal: 22 sil: 70; 1996,1996-05-16,1996-07-04,lateral shoot production,lateral shoot / shoot,3.62456244195658,3.78642064763693,0.16185820568035014,49 days,12,Figure 6,NA,lateral shoot production,49,3.62456244195658,NA,adult,1996-05 (no acclimation time indicated),12,1 / (0.071 m2),35.3 L,14,10,mean: 335; range: 210 - 410,µmol photos m-2 s-1,np,np,np,calculate,light temp: 18; dark temp: 14,22,np,np,np,np,np,10 µM,np,~ 10 µM,didn't check,NA,added: 5 µM,2 mm,np,np,np,np,"sample size used from Figure 6, methods numbers don't make sense",silicon addition,salinity; silicon,lab mesocosm,NA,NA,335,14,NA,Kamermans et al.,1999,51.6692409,4.0893405,16.884,18,1996-05-01,3.62456244195658,NA,NA,3.62456244195658,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.07397066208074653,summer
192,"Lake Grevelingen, The Netherlands",sal: 22 sil: 70; 1996,1996-05-16,1996-07-11,lateral shoot production,lateral shoot / shoot,3.6201230775511,3.78198128323145,0.1618582056803497,56 days,12,Figure 6,NA,lateral shoot production,56,3.6201230775511,NA,adult,1996-05 (no acclimation time indicated),12,1 / (0.071 m2),35.3 L,14,10,mean: 335; range: 210 - 410,µmol photos m-2 s-1,np,np,np,calculate,light temp: 18; dark temp: 14,22,np,np,np,np,np,10 µM,np,~ 10 µM,didn't check,NA,added: 5 µM,2 mm,np,np,np,np,"sample size used from Figure 6, methods numbers don't make sense",silicon addition,salinity; silicon,lab mesocosm,NA,NA,335,14,NA,Kamermans et al.,1999,51.6692409,4.0893405,16.884,18,1996-05-01,3.6201230775511,NA,NA,3.6201230775511,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.06464505495626964,summer
192,"Lake Grevelingen, The Netherlands",sal: 22 sil: 70; 1996,1996-05-16,1996-07-20,lateral shoot production,lateral shoot / shoot,3.73437292702093,3.89633318705542,0.16196026003449004,65 days,12,Figure 6,NA,lateral shoot production,65,3.73437292702093,NA,adult,1996-05 (no acclimation time indicated),12,1 / (0.071 m2),35.3 L,14,10,mean: 335; range: 210 - 410,µmol photos m-2 s-1,np,np,np,calculate,light temp: 18; dark temp: 14,22,np,np,np,np,np,10 µM,np,~ 10 µM,didn't check,NA,added: 5 µM,2 mm,np,np,np,np,"sample size used from Figure 6, methods numbers don't make sense",silicon addition,salinity; silicon,lab mesocosm,NA,NA,335,14,NA,Kamermans et al.,1999,51.6692409,4.0893405,16.884,18,1996-05-01,3.73437292702093,NA,NA,3.73437292702093,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.05745189118493738,summer
192,"Lake Grevelingen, The Netherlands",sal:32 sil: 70; 1996,1996-05-16,1996-05-26,lateral shoot production,lateral shoot / shoot,1.47943094492126,1.64863706410034,0.16920611917908013,10 days,12,Figure 6,NA,lateral shoot production,10,1.47943094492126,NA,adult,1996-05 (no acclimation time indicated),12,1 / (0.071 m2),35.3 L,14,10,mean: 335; range: 210 - 410,µmol photos m-2 s-1,np,np,np,calculate,light temp: 18; dark temp: 14,32,np,np,np,np,np,10 µM,np,~ 10 µM,didn't check,NA,added: 5 µM,2 mm,np,np,np,np,"sample size used from Figure 6, methods numbers don't make sense",silicon addition,salinity; silicon,lab mesocosm,NA,NA,335,14,NA,Kamermans et al.,1999,51.6692409,4.0893405,16.884,18,1996-05-01,1.47943094492126,NA,NA,1.47943094492126,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.147943094492126,summer
192,"Lake Grevelingen, The Netherlands",sal:32 sil: 70; 1996,1996-05-16,1996-06-06,lateral shoot production,lateral shoot / shoot,2.05731372529009,2.2896914896874,0.23237776439730995,21 days,12,Figure 6,NA,lateral shoot production,21,2.05731372529009,NA,adult,1996-05 (no acclimation time indicated),12,1 / (0.071 m2),35.3 L,14,10,mean: 335; range: 210 - 410,µmol photos m-2 s-1,np,np,np,calculate,light temp: 18; dark temp: 14,32,np,np,np,np,np,10 µM,np,~ 10 µM,didn't check,NA,added: 5 µM,2 mm,np,np,np,np,"sample size used from Figure 6, methods numbers don't make sense",silicon addition,salinity; silicon,lab mesocosm,NA,NA,335,14,NA,Kamermans et al.,1999,51.6692409,4.0893405,16.884,18,1996-05-01,2.05731372529009,NA,NA,2.05731372529009,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.09796732025190905,summer
192,"Lake Grevelingen, The Netherlands",sal:32 sil: 70; 1996,1996-05-16,1996-06-14,lateral shoot production,lateral shoot / shoot,2.31336809984998,2.58105667078285,0.26768857093287,29 days,12,Figure 6,NA,lateral shoot production,29,2.31336809984998,NA,adult,1996-05 (no acclimation time indicated),12,1 / (0.071 m2),35.3 L,14,10,mean: 335; range: 210 - 410,µmol photos m-2 s-1,np,np,np,calculate,light temp: 18; dark temp: 14,32,np,np,np,np,np,10 µM,np,~ 10 µM,didn't check,NA,added: 5 µM,2 mm,np,np,np,np,"sample size used from Figure 6, methods numbers don't make sense",silicon addition,salinity; silicon,lab mesocosm,NA,NA,335,14,NA,Kamermans et al.,1999,51.6692409,4.0893405,16.884,18,1996-05-01,2.31336809984998,NA,NA,2.31336809984998,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.07977131378793034,summer
192,"Lake Grevelingen, The Netherlands",sal:32 sil: 70; 1996,1996-05-16,1996-06-20,lateral shoot production,lateral shoot / shoot,2.47124618571851,2.74587445273352,0.27462826701501,35 days,12,Figure 6,NA,lateral shoot production,35,2.47124618571851,NA,adult,1996-05 (no acclimation time indicated),12,1 / (0.071 m2),35.3 L,14,10,mean: 335; range: 210 - 410,µmol photos m-2 s-1,np,np,np,calculate,light temp: 18; dark temp: 14,32,np,np,np,np,np,10 µM,np,~ 10 µM,didn't check,NA,added: 5 µM,2 mm,np,np,np,np,"sample size used from Figure 6, methods numbers don't make sense",silicon addition,salinity; silicon,lab mesocosm,NA,NA,335,14,NA,Kamermans et al.,1999,51.6692409,4.0893405,16.884,18,1996-05-01,2.47124618571851,NA,NA,2.47124618571851,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.07060703387767171,summer
192,"Lake Grevelingen, The Netherlands",sal:32 sil: 70; 1996,1996-05-16,1996-06-27,lateral shoot production,lateral shoot / shoot,2.64269750068886,2.8962515435721,0.25355404288324035,42 days,12,Figure 6,NA,lateral shoot production,42,2.64269750068886,NA,adult,1996-05 (no acclimation time indicated),12,1 / (0.071 m2),35.3 L,14,10,mean: 335; range: 210 - 410,µmol photos m-2 s-1,np,np,np,calculate,light temp: 18; dark temp: 14,32,np,np,np,np,np,10 µM,np,~ 10 µM,didn't check,NA,added: 5 µM,2 mm,np,np,np,np,"sample size used from Figure 6, methods numbers don't make sense",silicon addition,salinity; silicon,lab mesocosm,NA,NA,335,14,NA,Kamermans et al.,1999,51.6692409,4.0893405,16.884,18,1996-05-01,2.64269750068886,NA,NA,2.64269750068886,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.06292136906402047,summer
192,"Lake Grevelingen, The Netherlands",sal:32 sil: 70; 1996,1996-05-16,1996-07-04,lateral shoot production,lateral shoot / shoot,2.64555502260503,2.91324359353791,0.2676885709328798,49 days,12,Figure 6,NA,lateral shoot production,49,2.64555502260503,NA,adult,1996-05 (no acclimation time indicated),12,1 / (0.071 m2),35.3 L,14,10,mean: 335; range: 210 - 410,µmol photos m-2 s-1,np,np,np,calculate,light temp: 18; dark temp: 14,32,np,np,np,np,np,10 µM,np,~ 10 µM,didn't check,NA,added: 5 µM,2 mm,np,np,np,np,"sample size used from Figure 6, methods numbers don't make sense",silicon addition,salinity; silicon,lab mesocosm,NA,NA,335,14,NA,Kamermans et al.,1999,51.6692409,4.0893405,16.884,18,1996-05-01,2.64555502260503,NA,NA,2.64555502260503,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.05399091882867409,summer
192,"Lake Grevelingen, The Netherlands",sal:32 sil: 70; 1996,1996-05-16,1996-07-11,lateral shoot production,lateral shoot / shoot,2.64820843581291,2.92283670282792,0.27462826701501,56 days,12,Figure 6,NA,lateral shoot production,56,2.64820843581291,NA,adult,1996-05 (no acclimation time indicated),12,1 / (0.071 m2),35.3 L,14,10,mean: 335; range: 210 - 410,µmol photos m-2 s-1,np,np,np,calculate,light temp: 18; dark temp: 14,32,np,np,np,np,np,10 µM,np,~ 10 µM,didn't check,NA,added: 5 µM,2 mm,np,np,np,np,"sample size used from Figure 6, methods numbers don't make sense",silicon addition,salinity; silicon,lab mesocosm,NA,NA,335,14,NA,Kamermans et al.,1999,51.6692409,4.0893405,16.884,18,1996-05-01,2.64820843581291,NA,NA,2.64820843581291,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.047289436353801964,summer
192,"Lake Grevelingen, The Netherlands",sal:32 sil: 70; 1996,1996-05-16,1996-07-20,lateral shoot production,lateral shoot / shoot,2.64269750068886,2.90314021247716,0.26044271178830014,65 days,12,Figure 6,NA,lateral shoot production,65,2.64269750068886,NA,adult,1996-05 (no acclimation time indicated),12,1 / (0.071 m2),35.3 L,14,10,mean: 335; range: 210 - 410,µmol photos m-2 s-1,np,np,np,calculate,light temp: 18; dark temp: 14,32,np,np,np,np,np,10 µM,np,~ 10 µM,didn't check,NA,added: 5 µM,2 mm,np,np,np,np,"sample size used from Figure 6, methods numbers don't make sense",silicon addition,salinity; silicon,lab mesocosm,NA,NA,335,14,NA,Kamermans et al.,1999,51.6692409,4.0893405,16.884,18,1996-05-01,2.64269750068886,NA,NA,2.64269750068886,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.04065688462598246,summer
192,"Lake Grevelingen, The Netherlands",sil: 5 sal:30,1996-08-02,1996-08-10,lateral shoot production,lateral shoot / shoot,0.963341516312933,1.06900265922511,0.1056611429121771,8 days,12,Figure 6,NA,lateral shoot production,8,0.963341516312933,NA,adult,1996-08 (no acclimation time indicated),12,1 / (0.071 m2),35.3 L,14,10,mean: 335; range: 210 - 410,µmol photos m-2 s-1,np,np,np,calculate,light temp: 18; dark temp: 14,30,np,np,np,np,np,10 µM,np,~ 10 µM,didn't check,NA,added: 5 µM and 2.5 µM,2 mm,np,np,np,np,"sample size used from Figure 6, methods numbers don't make sense",none,salinity,lab mesocosm,NA,NA,335,14,NA,Kamermans et al.,1999,51.6692409,4.0893405,16.884,18,1996-08-01,0.963341516312933,NA,NA,0.963341516312933,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,0.12041768953911662,summer
